FIPS,State,County Name,Urban Rural Code,Urban Rural Description,Population Estimate 2020,Total Vaccines,Percent Vaccinated,Case Count,Percent of Population Cases,COVID-19 Deaths,Median Age of County,Adult Obesity Percent,Adult Smoking Percentage,Excessive Drinking Percent,Percent Population Died from Covid,Percent Population Died by Covid above Median Rate
39165,OH,Warren County,2.0,Large fringe metro,238412.0,132611.0,55.622619666795295,28790.0,12.07573444289717,308.0,39.7,0.279,0.1657025987,0.1716783959,0.1291881281143566,0.0
24043,MD,Washington County,3.0,Medium metro,151146.0,78117.0,51.68314080425549,16398.0,10.84911277837322,417.0,40.6,0.369,0.1949143,0.1635900472,0.2758921837164066,1.0
51199,VA,York County,2.0,Large fringe metro,69199.0,35390.0,51.14235754851949,4454.0,6.4365091981098,101.0,39.5,0.254,0.1483881024,0.1885680645,0.1459558664142545,0.0
49049,UT,Utah County,3.0,Medium metro,651059.0,289325.0,44.43913685242044,108102.0,16.60402513443482,592.0,25.2,0.258,0.0707564963,0.0645300054,0.0909287791121849,0.0
37057,NC,Davidson County,3.0,Medium metro,169234.0,69830.0,41.262394081567535,22913.0,13.539241523570912,232.0,42.8,0.359,0.2202616694,0.164454103,0.13708829195079,0.0
28151,MS,Washington County,5.0,Micropolitan,42837.0,19046.0,44.4615636015594,1482.0,3.45962602423138,211.0,38.1,0.432,0.2474726151,0.1214961816,0.4925648388075729,1.0
1097,AL,Mobile County,3.0,Medium metro,412716.0,176826.0,42.84447416625476,66209.0,16.04226635264928,1486.0,38.1,0.378,0.2078627817,0.1728470609,0.3600538869343568,1.0
37027,NC,Caldwell County,3.0,Medium metro,82100.0,34460.0,41.97320341047503,11812.0,14.38733252131546,182.0,44.8,0.384,0.2497643263,0.1732164752,0.2216808769792935,0.0
39109,OH,Miami County,3.0,Medium metro,107516.0,45215.0,42.05420588563562,12970.0,12.06332080806577,219.0,41.3,0.358,0.2209971578,0.1888332286,0.2036906134900852,0.0
45063,SC,Lexington County,3.0,Medium metro,303946.0,144169.0,47.43243865686668,50024.0,16.45818665157626,660.0,39.5,0.317,0.1882424763,0.2020928304,0.2171438347601218,0.0
18057,IN,Hamilton County,2.0,Large fringe metro,344238.0,217360.0,63.14236080851039,45053.0,13.087747430556758,446.0,37.5,0.257,0.1393273292,0.2079774122,0.1295615242942382,0.0
47165,TN,Sumner County,2.0,Large fringe metro,195561.0,80307.0,41.064936260297294,31919.0,16.32176149641288,489.0,39.7,0.272,0.2072824304,0.1776561548,0.2500498565664933,1.0
42129,PA,Westmoreland County,2.0,Large fringe metro,347087.0,186594.0,53.76000829763144,38178.0,10.9995476638422,639.0,47.5,0.304,0.1954411913,0.2211750717,0.1841036973438936,0.0
37159,NC,Rowan County,2.0,Large fringe metro,142495.0,54821.0,38.47222709568756,23916.0,16.783746798133258,383.0,40.9,0.372,0.2124714681,0.1731959794,0.2687813607495,1.0
34035,NJ,Somerset County,2.0,Large fringe metro,329331.0,218586.0,66.37273745866621,34545.0,10.489446787578451,661.0,42.2,0.235,0.1191347881,0.2073695973,0.2007099240581664,0.0
13185,GA,Lowndes County,4.0,Small metro,118268.0,30940.0,26.16092265025197,14182.0,11.99140934149558,442.0,30.8,0.361,0.1995468584,0.1403769536,0.373727466432171,1.0
6095,CA,Solano County,3.0,Medium metro,446935.0,254258.0,56.88925682705539,43852.0,9.81171758756866,532.0,38.5,0.292,0.1383229544,0.1963098959,0.1190329689999664,0.0
45013,SC,Beaufort County,4.0,Small metro,195656.0,112579.0,57.53925256572761,25321.0,12.94159136443554,252.0,47.2,0.25,0.1635534111,0.2517602379,0.1287974812936991,0.0
20177,KS,Shawnee County,4.0,Small metro,175999.0,95751.0,54.40428638799085,23393.0,13.291552792913592,595.0,39.6,0.366,0.1970459531,0.1586673512,0.3380701026710379,1.0
13285,GA,Troup County,5.0,Micropolitan,70214.0,14522.0,20.682484974506508,7963.0,11.34104309681829,326.0,37.0,0.503,0.2170086037,0.1623848525,0.4642948699689521,1.0
21019,KY,Boyd County,3.0,Medium metro,46516.0,18625.0,40.03998624129332,5040.0,10.83498151173789,306.0,42.9,0.397,0.2498148837,0.1376303096,0.657838163212658,1.0
5051,AR,Garland County,4.0,Small metro,99789.0,40223.0,40.30804998546934,12260.0,12.28592329815911,553.0,45.5,0.288,0.2268978571,0.1692215487,0.5541692972171282,1.0
6025,CA,Imperial County,4.0,Small metro,180267.0,124740.0,69.19735725340745,34058.0,18.89308636633438,610.0,32.7,0.328,0.1568441039,0.186217169,0.3383869482489862,1.0
55133,WI,Waukesha County,2.0,Large fringe metro,406172.0,252653.0,62.20345075485263,49432.0,12.1702136040889,744.0,43.3,0.271,0.1506916415,0.2860382524,0.1831736308755896,0.0
18019,IN,Clark County,2.0,Large fringe metro,119266.0,64872.0,54.392702027400944,16890.0,14.16162192074858,209.0,39.4,0.377,0.2254885152,0.1819514323,0.1752385424177888,0.0
55073,WI,Marathon County,4.0,Small metro,135593.0,72624.0,53.56028703546644,16816.0,12.40182015295774,364.0,41.1,0.335,0.1907169518,0.2612885713,0.2684504362319588,1.0
55089,WI,Ozaukee County,2.0,Large fringe metro,90043.0,57298.0,63.63404151349911,9693.0,10.764856790644467,225.0,43.9,0.236,0.1405200471,0.2818366851,0.249880612596204,1.0
51800,VA,Suffolk city,2.0,Large fringe metro,93913.0,41565.0,44.2590482680779,9301.0,9.90384717770702,308.0,38.5,0.34,0.1862801555,0.1704016125,0.3279631147977383,1.0
53011,WA,Clark County,2.0,Large fringe metro,496865.0,278319.0,56.015014138649335,35182.0,7.08079659464844,489.0,38.7,0.322,0.1443104947,0.1853020152,0.0984170750606301,0.0
25009,MA,Essex County,2.0,Large fringe metro,791263.0,509502.0,64.39097999021817,110890.0,14.01430371444134,1724.0,40.9,0.261,0.1496439052,0.2481403776,0.217879516671448,0.0
31111,NE,Lincoln County,5.0,Micropolitan,34347.0,9600.0,27.95003930474277,3136.0,9.130346172882629,110.0,41.1,0.405,0.184287033,0.2297545804,0.320260867033511,1.0
47155,TN,Sevier County,5.0,Micropolitan,99244.0,43262.0,43.59155213413405,17991.0,18.12804804320664,218.0,44.0,0.44,0.2539349241,0.1554738898,0.219660634396034,0.0
41051,OR,Multnomah County,1.0,Large central metro,815637.0,574427.0,70.42679525328056,49889.0,6.11656901293099,1089.0,37.7,0.239,0.1596430607,0.2368662846,0.133515277016614,0.0
17183,IL,Vermilion County,4.0,Small metro,74855.0,25198.0,33.66241400040077,13178.0,17.60470242468773,131.0,41.0,0.432,0.2411243729,0.1966775872,0.1750050096853917,0.0
37051,NC,Cumberland County,3.0,Medium metro,336364.0,186409.0,55.41883197964111,40275.0,11.97363570417761,576.0,31.6,0.32,0.1937712706,0.1690626439,0.1712430581156128,0.0
42121,PA,Venango County,5.0,Micropolitan,50328.0,20085.0,39.90820219360992,4708.0,9.35463360356064,101.0,47.6,0.357,0.2407698351,0.2187992514,0.2006835161341599,0.0
6057,CA,Nevada County,5.0,Micropolitan,99606.0,55940.0,56.16127542517519,8340.0,8.37298957894102,111.0,50.8,0.181,0.1392231179,0.2487200952,0.111439069935546,0.0
17161,IL,Rock Island County,3.0,Medium metro,140907.0,67972.0,48.23890935155812,17779.0,12.61754206675324,339.0,40.5,0.346,0.2062098067,0.214336807,0.2405842151206114,1.0
24045,MD,Wicomico County,3.0,Medium metro,103990.0,51311.0,49.34224444658141,9407.0,9.04606212135782,353.0,36.1,0.358,0.1864992103,0.1602645507,0.3394557168958553,1.0
13051,GA,Chatham County,3.0,Medium metro,289463.0,126244.0,43.61317335894397,26910.0,9.29652494446613,981.0,36.4,0.298,0.1737141616,0.2068061028,0.3389034177079627,1.0
55025,WI,Dane County,3.0,Medium metro,552536.0,401744.0,72.70910854677342,49750.0,9.00393820493144,629.0,35.5,0.232,0.1437278925,0.2757443267,0.1138387362995352,0.0
21021,KY,Boyle County,5.0,Micropolitan,30367.0,16622.0,54.73705008726578,3131.0,10.31053446175124,243.0,40.5,0.244,0.2396092497,0.156576456,0.8002107550959923,1.0
6059,CA,Orange County,1.0,Large central metro,3166857.0,1985524.0,62.69698947568519,306694.0,9.68449159529464,6449.0,38.6,0.199,0.108726147,0.1923647415,0.2036403917196135,0.0
39023,OH,Clark County,4.0,Small metro,133593.0,61950.0,46.37219015966405,16890.0,12.642877995104527,318.0,41.2,0.37,0.2622627955,0.1703628641,0.238036424064135,0.0
42073,PA,Lawrence County,5.0,Micropolitan,85083.0,42208.0,49.60802980618925,8943.0,10.51091287331194,200.0,45.3,0.372,0.2263966806,0.2118201165,0.2350645839944524,0.0
19057,IA,Des Moines County,5.0,Micropolitan,38708.0,17897.0,46.23592022320967,5899.0,15.23974372222796,109.0,42.4,0.36,0.2185980979,0.2573304252,0.2815955358065516,1.0
2020,AK,Anchorage Municipality,3.0,Medium metro,287095.0,160035.0,55.74287256831363,40100.0,13.96750204636096,366.0,34.4,0.302,0.1697374799,0.1787455361,0.1274839338894791,0.0
55135,WI,Waupaca County,6.0,Noncore,50664.0,24700.0,48.75256592452234,5736.0,11.3216485078162,131.0,45.7,0.361,0.211897828,0.2715434441,0.2585662403284383,1.0
45091,SC,York County,2.0,Large fringe metro,289105.0,116572.0,40.32168243371785,42835.0,14.816416180972311,410.0,38.8,0.318,0.1819899736,0.1870132634,0.1418169869078708,0.0
6099,CA,Stanislaus County,3.0,Medium metro,550081.0,270208.0,49.12149301648302,78996.0,14.36079413759064,1788.0,34.4,0.315,0.1584953133,0.1931672651,0.3250430391160575,1.0
4017,AZ,Navajo County,5.0,Micropolitan,112112.0,68214.0,60.84451263022692,19224.0,17.14713857571,222.0,38.2,0.333,0.2345760045,0.1606014014,0.1980162694448408,0.0
37193,NC,Wilkes County,5.0,Micropolitan,68043.0,28222.0,41.47671325485355,9430.0,13.858883353173727,141.0,45.4,0.389,0.2456202974,0.1671218347,0.2072219037961289,0.0
37089,NC,Henderson County,3.0,Medium metro,118445.0,59942.0,50.60745493689054,13462.0,11.3656127316476,257.0,48.0,0.293,0.1848109928,0.1981119227,0.2169783443792477,0.0
1095,AL,Marshall County,5.0,Micropolitan,96990.0,38443.0,39.63604495308794,15786.0,16.275904732446637,293.0,38.9,0.37,0.2298773657,0.1475449164,0.3020929992782761,1.0
45055,SC,Kershaw County,3.0,Medium metro,67472.0,33878.0,50.21045767133033,10842.0,16.06888783495375,126.0,41.4,0.375,0.2044731007,0.1835650563,0.1867441308987431,0.0
17037,IL,DeKalb County,2.0,Large fringe metro,104491.0,46558.0,44.55694748830043,11675.0,11.17321108995033,138.0,31.7,0.328,0.1861855706,0.2045121527,0.1320687906135456,0.0
1047,AL,Dallas County,5.0,Micropolitan,36098.0,14114.0,39.09911906476813,4124.0,11.42445564851238,148.0,40.7,0.422,0.2491967884,0.1185183356,0.4099950135741592,1.0
1073,AL,Jefferson County,1.0,Large central metro,655342.0,332702.0,50.76769076299093,102455.0,15.6338217297228,2834.0,37.9,0.346,0.1845945777,0.1723543096,0.4324459595142689,1.0
56025,WY,Natrona County,4.0,Small metro,80815.0,30451.0,37.679886159747575,11269.0,13.94419352842912,250.0,37.6,0.312,0.2178727447,0.2070408642,0.3093485120336571,1.0
20051,KS,Ellis County,5.0,Micropolitan,28671.0,12683.0,44.23633636775836,4143.0,14.45014125771685,144.0,33.9,0.306,0.1879465711,0.2058828657,0.502249659935126,1.0
13299,GA,Ware County,5.0,Micropolitan,35826.0,8235.0,22.98609948082398,5653.0,15.77904315301736,260.0,38.3,0.34,0.2318687305,0.1563834265,0.7257299168201865,1.0
12019,FL,Clay County,2.0,Large fringe metro,221770.0,95609.0,43.11178247734138,17824.0,8.03715561166974,713.0,40.0,0.332,0.2014853223,0.2218143749,0.321504261171484,1.0
34009,NJ,Cape May County,4.0,Small metro,91546.0,60732.0,66.34041902431565,12199.0,13.32554125794682,176.0,50.4,0.283,0.1792848888,0.2140873223,0.1922530749568523,0.0
19155,IA,Pottawattamie County,3.0,Medium metro,93328.0,47266.0,50.6450368592491,13020.0,13.95079718841076,214.0,40.0,0.419,0.2066475664,0.2451202025,0.2292988170752614,0.0
13255,GA,Spalding County,2.0,Large fringe metro,67414.0,10509.0,15.58875011125285,7497.0,11.120835434776149,343.0,39.0,0.416,0.2216144798,0.1562795407,0.5087963924407394,1.0
26091,MI,Lenawee County,5.0,Micropolitan,97808.0,47316.0,48.37641092753149,10295.0,10.52572386716833,123.0,42.0,0.387,0.2141009719,0.2218177138,0.1257565843284802,0.0
18037,IN,Dubois County,5.0,Micropolitan,42542.0,22205.0,52.19547741055898,7544.0,17.73306379577829,122.0,40.6,0.317,0.2146508597,0.1797824518,0.2867754219359691,1.0
42011,PA,Berks County,3.0,Medium metro,421017.0,231839.0,55.06642249600372,52456.0,12.4593543728638,1029.0,39.9,0.342,0.1971533971,0.2105328432,0.2444081830424899,1.0
47059,TN,Greene County,5.0,Micropolitan,69571.0,28773.0,41.35774963706142,11663.0,16.76416897845366,140.0,45.4,0.376,0.2729797749,0.1441810517,0.2012332724842247,0.0
5045,AR,Faulkner County,3.0,Medium metro,126919.0,54438.0,42.89192319510869,13276.0,10.46021478265665,313.0,33.6,0.365,0.2098739525,0.1712686787,0.2466139821460931,1.0
40041,OK,Delaware County,6.0,Noncore,43136.0,13956.0,32.35348664688427,6680.0,15.485905044510382,117.0,47.3,0.32,0.2545296409,0.15173143,0.2712351632047478,1.0
39045,OH,Fairfield County,2.0,Large fringe metro,159709.0,79366.0,49.69413120112204,19397.0,12.145214108159209,252.0,39.5,0.372,0.2135955691,0.171964979,0.157786975060892,0.0
47119,TN,Maury County,2.0,Large fringe metro,99590.0,54502.0,54.72637815041671,17898.0,17.97168390400642,395.0,39.0,0.319,0.2197132006,0.1605887652,0.3966261672858721,1.0
33013,NH,Merrimack County,5.0,Micropolitan,152622.0,95011.0,62.25249308749722,8603.0,5.63680203378281,136.0,43.0,0.277,0.1715035544,0.2120842088,0.0891090406363433,0.0
29047,MO,Clay County,2.0,Large fringe metro,253463.0,117498.0,46.35706197748784,1003.0,0.39571850723774,662.0,37.4,0.333,0.1898477277,0.2290908012,0.2611821054749608,1.0
16027,ID,Canyon County,3.0,Medium metro,237053.0,82608.0,34.8479032115181,34349.0,14.490008563485802,403.0,34.2,0.345,0.1884329299,0.1702607755,0.1700041762812535,0.0
36001,NY,Albany County,3.0,Medium metro,303654.0,203094.0,66.88336066707504,29031.0,9.56055247090438,761.0,38.2,0.278,0.1658617524,0.2205196188,0.2506141858826164,1.0
39063,OH,Hancock County,5.0,Micropolitan,75407.0,34599.0,45.88300820878698,7916.0,10.49769915259856,239.0,39.4,0.357,0.2025777168,0.1877706371,0.3169467025607702,1.0
12113,FL,Santa Rosa County,3.0,Medium metro,189139.0,81775.0,43.23539830495033,13946.0,7.373413204045699,254.0,39.9,0.311,0.2147413145,0.2309015848,0.13429276881024,0.0
26121,MI,Muskegon County,4.0,Small metro,173883.0,86117.0,49.52583058723394,11554.0,6.644697871557311,408.0,39.7,0.366,0.2458144515,0.2032457307,0.2346405341522748,0.0
18167,IN,Vigo County,4.0,Small metro,106608.0,48632.0,45.61758967432087,15300.0,14.35164340387213,398.0,36.3,0.343,0.2491361633,0.1708442435,0.3733303316824253,1.0
42069,PA,Lackawanna County,3.0,Medium metro,208989.0,138349.0,66.19917794716469,20114.0,9.62442999392312,586.0,42.3,0.292,0.2116933367,0.2248708639,0.2803975328845059,1.0
12073,FL,Leon County,3.0,Medium metro,295460.0,149364.0,50.553035943951805,22907.0,7.75299532931699,963.0,31.5,0.311,0.1860412712,0.1994834083,0.3259324443241048,1.0
12081,FL,Manatee County,3.0,Medium metro,411219.0,221872.0,53.9547054002855,32341.0,7.864665786357141,1076.0,49.3,0.263,0.1939317165,0.2293112394,0.2616610613809186,1.0
39057,OH,Greene County,3.0,Medium metro,170122.0,97306.0,57.19777571389943,19282.0,11.33421897226696,317.0,38.5,0.31,0.1864317649,0.1818689128,0.1863368641327988,0.0
12095,FL,Orange County,1.0,Large central metro,1404396.0,847089.0,60.31696188254595,106768.0,7.60241413390525,2616.0,35.7,0.271,0.1575352509,0.1750803441,0.1862722479984278,0.0
45041,SC,Florence County,4.0,Small metro,137588.0,66553.0,48.37122423467163,24602.0,17.88091984766113,986.0,39.3,0.393,0.2035242641,0.1594251064,0.7166322644416664,1.0
39081,OH,Jefferson County,4.0,Small metro,64939.0,29109.0,44.82514359629806,6898.0,10.62227629005682,172.0,44.9,0.381,0.2682987931,0.1689945295,0.2648639492446757,1.0
51700,VA,Newport News city,2.0,Large fringe metro,179062.0,85086.0,47.51761959544738,17107.0,9.553674146385047,387.0,33.8,0.375,0.1968020462,0.1719412706,0.2161262579441757,0.0
46013,SD,Brown County,5.0,Micropolitan,38738.0,18819.0,48.58020548298828,5620.0,14.507718519283392,120.0,37.9,0.349,0.1848076477,0.2068982919,0.3097733491661933,1.0
47009,TN,Blount County,3.0,Medium metro,134751.0,61840.0,45.89205274914472,21240.0,15.76240621590934,259.0,44.0,0.359,0.2199143983,0.1724936285,0.192206365815467,0.0
42075,PA,Lebanon County,4.0,Small metro,141663.0,70980.0,50.10482624256157,17901.0,12.63632705787679,268.0,41.0,0.382,0.2053938685,0.1973868795,0.1891813670471471,0.0
37195,NC,Wilson County,5.0,Micropolitan,81979.0,37188.0,45.3628368240647,12049.0,14.697666475560812,201.0,40.7,0.33,0.2248500866,0.1618093381,0.2451847424340379,1.0
18011,IN,Boone County,2.0,Large fringe metro,69347.0,43045.0,62.071899289082445,10619.0,15.312846986892,111.0,38.1,0.268,0.1654773752,0.2086962487,0.1600646026504391,0.0
26057,MI,Gratiot County,5.0,Micropolitan,40283.0,16900.0,41.95318124270784,3244.0,8.05302484919196,114.0,39.7,0.456,0.2404021861,0.2015378148,0.2829977906312836,1.0
45051,SC,Horry County,3.0,Medium metro,365449.0,179167.0,49.02653995495951,56606.0,15.48943901885078,919.0,47.8,0.328,0.1937294179,0.1893745586,0.2514714775522713,1.0
12061,FL,Indian River County,4.0,Small metro,162518.0,96731.0,59.52017622663336,11396.0,7.0121463468661895,444.0,54.6,0.266,0.2060363382,0.2202424611,0.2732005070207608,1.0
37181,NC,Vance County,5.0,Micropolitan,44718.0,21824.0,48.80361375732368,5949.0,13.303367771367231,124.0,40.6,0.285,0.2477029386,0.1415230087,0.2772932599847936,1.0
6053,CA,Monterey County,3.0,Medium metro,430906.0,258407.0,59.96829935067045,49288.0,11.4382255062589,605.0,34.9,0.249,0.1375101207,0.19449598,0.1404018509837412,0.0
42095,PA,Northampton County,3.0,Medium metro,305892.0,181663.0,59.387953918376425,40384.0,13.202045166267832,591.0,42.1,0.314,0.1863271594,0.215461141,0.1932054450590404,0.0
6067,CA,Sacramento County,1.0,Large central metro,1559146.0,894417.0,57.36582719001299,148040.0,9.494941461543691,2243.0,36.6,0.299,0.1404300188,0.204046124,0.1438608058514084,0.0
26077,MI,Kalamazoo County,3.0,Medium metro,265988.0,147164.0,55.32730799885709,22890.0,8.60565138276914,647.0,34.7,0.306,0.1932821229,0.2260326006,0.2432440561228326,1.0
37165,NC,Scotland County,5.0,Micropolitan,34637.0,14215.0,41.03992840026561,5107.0,14.744348529029647,194.0,39.4,0.465,0.2725456176,0.1499331958,0.5600946964229003,1.0
36037,NY,Genesee County,5.0,Micropolitan,56994.0,30699.0,53.86356458574587,5890.0,10.3344211671404,146.0,43.1,0.341,0.226302763,0.1988713193,0.2561673158578096,1.0
37155,NC,Robeson County,5.0,Micropolitan,129999.0,46828.0,36.02181555242733,23123.0,17.78705990046077,270.0,37.2,0.387,0.2999542992,0.1538868669,0.2076939053377333,0.0
19113,IA,Linn County,3.0,Medium metro,227854.0,134793.0,59.15761847498837,26075.0,11.44373151228418,464.0,38.2,0.334,0.182936869,0.2276323145,0.2036391724525354,0.0
51630,VA,Fredericksburg city,2.0,Large fringe metro,29492.0,10982.0,37.23721687237217,2411.0,8.175098331750979,187.0,30.5,0.315,0.1744780209,0.185929871,0.6340702563407026,1.0
4003,AZ,Cochise County,4.0,Small metro,127450.0,67719.0,53.1337779521381,13707.0,10.7548058061985,148.0,41.8,0.309,0.1734521814,0.2015412671,0.116123970184386,0.0
51710,VA,Norfolk city,1.0,Large central metro,242803.0,114731.0,47.25271104558016,21134.0,8.70417581331367,522.0,31.0,0.35,0.2100427549,0.1938069767,0.2149891063948962,0.0
42101,PA,Philadelphia County,1.0,Large central metro,1578487.0,882830.0,55.9288736619307,170109.0,10.77671213003338,3748.0,34.7,0.289,0.2163290928,0.2062964102,0.2374425636701474,0.0
27163,MN,Washington County,2.0,Large fringe metro,265476.0,156124.0,58.80908255360183,30519.0,11.49595443655923,240.0,39.6,0.264,0.1387606029,0.2194290111,0.0904036523075532,0.0
47145,TN,Roane County,3.0,Medium metro,53841.0,21128.0,39.24147025501012,8885.0,16.50229379097713,125.0,47.3,0.366,0.2386046066,0.1725734703,0.2321650786575286,0.0
31157,NE,Scotts Bluff County,5.0,Micropolitan,35299.0,12715.0,36.02085044902122,3499.0,9.91246210940819,131.0,39.4,0.344,0.1752075317,0.1837072482,0.3711153290461486,1.0
51083,VA,Halifax County,6.0,Noncore,33633.0,13596.0,40.42458299884042,3007.0,8.94062379210894,121.0,47.0,0.41,0.234027576,0.1605383356,0.3597657063003597,1.0
39157,OH,Tuscarawas County,5.0,Micropolitan,91776.0,36446.0,39.71190725244072,10139.0,11.047550557880047,296.0,41.5,0.347,0.2464097142,0.2040484401,0.3225244072524407,1.0
6061,CA,Placer County,2.0,Large fringe metro,402950.0,233731.0,58.00496339496215,36092.0,8.95694254870331,660.0,42.3,0.202,0.117148613,0.2363976943,0.1637920337510857,0.0
36065,NY,Oneida County,3.0,Medium metro,227346.0,126069.0,55.45248211976459,25436.0,11.18823291370862,681.0,40.9,0.334,0.2059887307,0.1921118003,0.299543427199071,1.0
13223,GA,Paulding County,2.0,Large fringe metro,173359.0,33229.0,19.16773862331924,18249.0,10.52671046787302,191.0,36.4,0.371,0.1739166023,0.1788207999,0.1101759931702421,0.0
12093,FL,Okeechobee County,5.0,Micropolitan,42297.0,17590.0,41.58687377355368,3881.0,9.17559164952597,106.0,41.5,0.338,0.2572862772,0.1763193537,0.2506087902215287,1.0
